C4烯烃收率,温度,Co/SiO2浓度,Co/SiO2溶液量,HAP浓度,HAP溶液量
0.241501605,403,50,1,50,0.9
0.238258499,426,100,1,100,1.68
0.00037693,326,50,1,90,1.68
0.001766864,341,50,1,90,1.68
0.130320799,378,75,1,75,1.68
0.087678376,367,50,1,50,1.68
0.243776917,421,75,1,75,1.68
0.055772821,343,200,2,200,0.3
0.106975458,349,50,1,50,0.3
0.001586032,265,50,1,50,2.1
0.23355609,429,50,1,50,2.1
0.005904382,291,50,1,50,1.68
0.020510082,390,50,1,90,1.68
0.327612287,378,200,1,200,0.9
0.0801153,381,33,1,67,1.68
0.001654452,316,10,1,10,1.68
0.004983049,281,75,1,75,1.68
0.513310291,428,200,1,200,0.9
0.069124277,418,10,1,10,1.68
0.318450524,435,200,2,200,1.68
0.003490517,268,100,1,100,0.9
0.322061342,402,200,5,200,1.68
0.04339071,444,50,5,20,2.1
0.383424408,422,200,2,200,0.3
0.075770903,333,50,1,50,0.3
0.254152309,436,50,1,50,1.68
0.342649731,393,200,1,200,1.68
0.450027237,437,200,0.5,200,1.68
0.09215062,358,200,2,200,0.3
0.032621533,371,25,1,25,1.68
0.151884049,393,50,1,50,2.1
0.142711796,418,67,1,33,1.68
0.001252763,261,50,1,50,2.1
0.003858834,257,200,5,200,1.68
0.202784056,410,100,1,100,1.68
0.018415178,301,200,5,200,1.68
0.017960475,298,200,5,200,1.68
0.112131313,398,50,1,50,2.1
0.058957723,345,200,2,200,0.3
0.008465609,270,200,0.5,200,1.68
0.36941866,405,200,1,200,1.68
0.022879158,329,50,1,50,1.68
0.153947148,373,200,2,200,0.3
0.050826148,289,200,1,200,1.68
0.015760785,267,50,1,50,0.3
0.02493721,270,200,2,200,1.68
0.028439384,287,200,1,200,0.9
0.038119595,394,10,1,10,1.68
0.004419131,272,100,1,100,0.9
0.029810277,279,200,1,200,1.68
0.038105238,417,50,5,20,2.1
0.286785812,420,50,1,50,0.9
0.005297655,315,33,1,67,1.68
0.004602467,254,200,0.5,200,1.68
0.143512665,318,200,2,200,1.68
0.002414426,348,50,5,20,2.1
0.224552617,419,100,1,100,1.68
0.340259133,380,200,2,200,1.68
0.230813525,427,50,1,50,2.1
0.002542755,325,10,1,10,1.68
0.055201263,388,25,1,25,1.68
0.126685433,448,10,1,10,1.68
0.150429633,392,100,1,100,1.68
0.12869557,358,50,1,50,0.3
0.004725009,292,100,1,100,1.68
0.023565553,363,25,1,25,1.68
0.000486946,338,50,5,20,2.1
0.080441773,352,100,1,100,0.9
0.21308676,417,50,1,50,2.1
0.05241847,386,25,1,25,1.68
0.386533887,423,200,2,200,0.3
0.00667424,259,200,1,200,0.9
0.004728886,323,25,1,25,1.68
0.346209033,412,200,2,200,0.3
0.275377954,446,75,1,75,1.68
0.184389907,351,200,1,200,0.9
0.339350939,380,200,1,200,0.9
0.159001784,423,33,1,67,1.68
0.126049899,389,50,1,50,1.68
0.025691717,365,25,1,25,1.68
0.013409556,376,50,1,90,1.68
0.059580283,369,67,1,33,1.68
0.093110536,329,200,0.5,200,1.68
0.334423107,436,200,1,200,1.68
0.170510625,434,33,1,67,1.68
0.018508267,302,200,5,200,1.68
0.00715203,361,50,5,20,2.1
0.000189944,312,50,1,90,1.68
0.136543632,361,50,1,50,0.3
0.208837401,415,50,1,50,2.1
0.032841,325,100,1,100,0.9
0.124023172,407,67,1,33,1.68
0.06336262,325,50,1,50,0.3
0.00230503,307,25,1,25,1.68
0.020362184,310,100,1,100,0.9
0.002806316,327,10,1,10,1.68
0.014908434,294,50,1,50,0.9
0.002420894,324,10,1,10,1.68
0.115843477,333,200,1,200,1.68
0.058069991,368,67,1,33,1.68
0.026346885,342,67,1,33,1.68
0.464716327,404,200,1,200,0.9
0.359263909,399,200,0.5,200,1.68
0.161213308,431,50,1,50,2.1
0.374798383,420,200,1,200,1.68
0.012645306,304,75,1,75,1.68
0.014862694,309,75,1,75,1.68
0.114380407,380,50,1,50,2.1
0.4523,450,200,5,200,1.68
0.232434087,400,50,1,50,0.9
-4.87E-05,267,50,1,90,1.68
0.155437633,343,200,1,200,0.9
0.041952184,327,50,1,50,0.9
0.006618242,270,200,2,200,0.3
0.27608729,449,75,1,75,1.68
0.104821912,431,25,1,25,1.68
0.020000659,264,200,2,200,1.68
0.043807548,309,50,1,50,0.3
0.018676834,312,200,5,200,1.68
0.333579343,390,200,1,200,1.68
0.15815928,399,50,1,50,1.68
0.028258309,398,50,5,20,2.1
0.000760238,283,25,1,25,1.68
0.027446083,403,50,1,90,1.68
0.066353115,396,25,1,25,1.68
0.027125156,286,200,1,200,0.9
0.105243552,333,200,0.5,200,1.68
0.036532095,421,50,1,90,1.68
0.043293776,445,50,5,20,2.1
0.010810997,332,33,1,67,1.68
0.12258499,383,100,1,100,1.68
0.007463616,299,50,1,50,1.68
0.016326786,292,200,5,200,1.68
0.200746793,332,200,2,200,1.68
0.197336094,354,200,1,200,0.9
0.004787834,255,200,0.5,200,1.68
0.104527786,362,200,5,200,1.68
0.144652288,364,50,1,50,0.3
0.28942144,444,200,2,200,1.68
0.018791887,324,50,1,50,1.68
0.156748623,392,50,1,50,1.68
0.152855553,422,50,1,50,2.1
0.273838033,448,200,2,200,1.68
0.055555002,359,100,1,100,1.68
0.019426796,302,50,1,50,0.9
0.002164759,280,67,1,33,1.68
0.003850971,258,200,2,200,0.3
0.003940564,353,50,5,20,2.1
0.073994839,322,200,0.5,200,1.68
0.043534977,441,50,5,20,2.1
0.00380847,276,75,1,75,1.68
0.029069876,345,100,1,100,1.68
0.012687961,322,67,1,33,1.68
0.017505315,322,50,1,50,1.68
0.344843092,423,200,2,200,1.68
0.120090886,366,100,1,100,0.9
0.045351798,363,33,1,67,1.68
0.149212853,422,67,1,33,1.68
0.103703859,328,200,1,200,1.68
0.043313347,436,50,5,20,2.1
0.001259526,256,50,1,50,2.1
0.037417166,304,200,0.5,200,1.68
0.034081475,390,10,1,10,1.68
0.012752908,257,50,1,50,0.3
0.040252713,396,10,1,10,1.68
0.239066847,434,50,1,50,2.1
0.18887786,329,200,2,200,1.68
0.265408046,350,200,2,200,1.68
0.413603636,448,200,2,200,0.3
0.008940403,265,200,1,200,0.9
0.060576389,350,75,1,75,1.68
0.174992744,382,50,1,50,0.9
0.060277691,294,200,2,200,1.68
0.170375406,392,75,1,75,1.68
0.062319286,306,200,1,200,0.9
0.003759314,280,50,1,50,2.1
0.133136654,407,33,1,67,1.68
0.025652769,333,50,1,50,1.68
0.00161301,278,33,1,67,1.68
0.085988114,411,25,1,25,1.68
0.12024105,387,50,1,50,1.68
0.351737582,437,50,1,50,0.3
0.235482562,401,50,1,50,0.9
0.001339687,268,67,1,33,1.68
0.020258092,323,200,5,200,1.68
0.080176738,359,75,1,75,1.68
0.001278932,343,50,5,20,2.1
0.33315213,376,200,2,200,1.68
0.008665325,351,10,1,10,1.68
0.008300224,350,10,1,10,1.68
0.029351648,329,75,1,75,1.68
0.358251972,396,200,2,200,1.68
0.300467939,402,200,2,200,0.3
0.056550498,320,50,1,50,0.3
0.261968342,448,50,1,50,1.68
0.040597243,295,200,1,200,0.9
0.141153151,389,100,1,100,1.68
0.419664479,419,200,0.5,200,1.68
0.007947285,349,10,1,10,1.68
0.012034113,349,25,1,25,1.68
0.104750341,348,50,1,50,0.3
0.0827313,337,50,1,50,0.3
0.000386669,299,50,5,20,2.1
0.00034295,276,10,1,10,1.68
0.001983824,276,50,1,50,2.1
0.000510643,253,25,1,25,1.68
0.000329131,275,10,1,10,1.68
0.355807026,398,200,1,200,1.68
0.037172908,323,50,1,50,0.9
0.034342568,350,67,1,33,1.68
0.008055421,263,200,1,200,0.9
0.06110704,370,67,1,33,1.68
2.28E-06,250,50,1,90,1.68
0.271705815,393,200,5,200,1.68
0.02420801,309,50,1,50,0.9
0.006948122,307,67,1,33,1.68
0.087098209,374,50,1,50,1.68
0.021374173,336,67,1,33,1.68
0.038774131,426,50,1,90,1.68
0.005355407,327,25,1,25,1.68
0.061935666,356,50,1,50,1.68
0.04157108,350,50,1,50,2.1
0.016016085,302,100,1,100,0.9
0.19002569,399,75,1,75,1.68
0.005798643,342,10,1,10,1.68
0.098928898,379,50,1,50,1.68
0.165923198,348,200,1,200,1.68
0.164448959,432,67,1,33,1.68
0.002948467,328,10,1,10,1.68
0.354453141,414,200,2,200,0.3
0.414902452,422,200,5,200,1.68
0.014648189,274,200,1,200,0.9
0.048366391,349,50,1,50,1.68
0.147442975,384,75,1,75,1.68
0.217215627,415,50,1,50,1.68
0.37762859,413,200,5,200,1.68
-2.56E-05,311,50,5,20,2.1
0.029000637,311,200,2,200,0.3
0.007464858,275,50,1,50,0.9
0.029782022,293,50,1,50,0.3
0.34969186,432,200,1,200,1.68
0.010070141,283,50,1,50,0.9
0.005422532,252,200,1,200,0.9
0.004051138,252,200,5,200,1.68
0.005281459,340,10,1,10,1.68
0.208787439,406,75,1,75,1.68
0.007371726,362,50,1,90,1.68
0.000263888,304,50,1,90,1.68
0.442626081,399,200,1,200,0.9
0.068007453,377,50,1,50,2.1
0.003173911,253,200,2,200,0.3
0.001360383,275,33,1,67,1.68
0.037081787,393,10,1,10,1.68
0.026337112,343,100,1,100,1.68
0.290456375,378,200,1,200,1.68
0.347943526,421,200,2,200,1.68
0.171704101,399,100,1,100,1.68
0.460544779,403,200,1,200,0.9
0.020509453,278,50,1,50,0.3
0.094511755,323,200,1,200,1.68
0.022247819,292,200,0.5,200,1.68
0.234815559,430,50,1,50,2.1
0.345324709,434,50,1,50,0.3
0.005975297,306,50,1,50,2.1
0.030267353,336,200,5,200,1.68
0.011862359,253,50,1,50,0.3
0.009807009,311,50,1,50,2.1
0.005891836,293,50,1,50,1.68
0.006699304,264,200,0.5,200,1.68
0.121856269,365,50,1,50,0.9
0.231243133,393,50,1,50,0.3
0.001013203,260,67,1,33,1.68
0.223799487,412,75,1,75,1.68
0.017498707,369,10,1,10,1.68
0.011302368,250,50,1,50,0.3
0.091720856,416,25,1,25,1.68
0.133841496,369,50,1,50,0.9
